Review_ID,Date,Rating,Review_Language,Version,Review_Likes,Review
1688,2022-03-18 08:36:30,1,en,20.36.2,26,"Before the last few updates, I had no issue with this app whatsoever. After the recent android update, however, this app would crash when I would try to log in with 2-form identification on. No prompts about sending feedback or bug error reports or clearing the cache. Nothing. Short of it, it went from being a decent app to essentially bricking itself on my phone."
1689,2021-02-11 08:43:29,3,en,20.23.0,0,What is the error AUT011? I couldn't sign in mobile banking app since 2/8/2021.
1690,2021-02-20 08:37:22,5,en,20.23.0,0,Excellent
1691,2024-01-08 14:26:55,1,en,2311.0.1,0,"lots of issues for accepting etransfer on browser on PC, for business, it is better for record keeping doing it on browser versus the app. I don't want to switch to the app and use my personal phone to accept etransfers that are business related."
1692,2022-08-27 11:37:04,1,en,20.41.0,0,"For the last few weeks it crashes everytime I open it. I tried deleting my data, uninstalling and reinstalling the app, restarting my phone. It seems silly to change banks over an app but that is my next step."
1693,2022-07-03 08:01:25,2,en,20.40.1,0,"Scotia Bank taking 1 step backwards as other banks move ahead with the time. Not sure if it's their lack of experience devs but simple features seem to be missing from the App such as my wife deposited a recently already deposited check by mistake and there was no way to correct or delete the action. Spent 1 hr on phone with a ""tech"" support guy and got nowhere as well expect to have to go into bank in person. App needs a better dev team and be brought up to the year 2022."
1694,2021-06-17 11:02:18,5,en,20.27.0,0,Very easy to use
1695,2023-01-20 00:31:34,2,en,20.45.1,0,"The design is nice, but the app doesn't show all my accounts from the Scotiabank website. My mortgage is missing. So it's pretty much useless"
1696,2023-11-03 19:49:32,4,en,2309.0.0,0,Best bank app out there .
1697,2022-12-26 07:24:38,5,en,20.45.1,0,excellent
1698,2021-06-28 04:25:26,5,en,20.27.0,0,It's a great app to have .
1699,2023-03-10 13:52:57,5,en,20.47.0,0,Great
1700,2021-02-25 22:16:04,5,en,20.23.0,0,It was easy
1701,2021-10-01 07:27:21,1,en,20.31.1,0,Can't log in.
1702,2023-07-18 10:28:54,4,en,2306.0.1,5,"Latest update finally fixes app notification, thanks for the work"
1703,2021-08-07 19:43:41,5,en,20.29.0,0,Very convenient
1704,2021-03-26 01:21:35,5,en,20.25.1,0,Nicely done. Updates regularly with improvements
1705,2022-01-06 13:38:01,1,en,20.34.3,1,"Your photo of cheques for deposit is the worst I have ever experienced. A 30 second task is now 5 minutes of frustration and grief. Thanks for this, just what we all need."
1706,2021-11-27 10:12:57,5,en,20.32.0,0,"The rooms were newly renovated... Or looked like it! Very clean, affordable and the hot breakfast was greatly appreciated! Is staying there again for sure."
1707,2023-09-25 11:00:45,1,en,2308.0.0,3,"This has to be one of the worst apps out there for banking. The app clitches all the time. It takes forever to loaf, and a lot of the time, when you are signing in, it comes up with an error message. I'm seriously considering changing banks because we pay for services that are just not there, or we are paying way too much for those services."
1708,2023-09-12 12:14:46,3,en,2308.0.0,0,Make more user friendly
1709,2023-05-31 12:46:26,5,en,2305.0.0,0,Good
1710,2022-10-13 07:04:25,1,en,20.43.0,0,DOESN'T SHOW YOUR SCENE POINTS!
1711,2023-06-10 16:26:16,1,en,2305.1.0,0,Does not work on Samsung A03s
1712,2023-04-13 13:26:12,5,en,20.48.0,0,good
1713,2023-08-24 11:03:34,5,en,2307.0.1,0,"easy to use, so convenient."
1714,2023-04-12 18:58:11,5,en,20.48.0,0,the best bank my
1715,2023-10-03 19:42:24,1,en,2309.0.0,0,"Can't do a single task, as soon as you log in, error login again and again Can't change password error again. Do something"
1716,2023-12-19 18:20:50,5,en,2311.0.1,0,excellent
1717,2023-11-16 12:46:41,1,en,2310.0.1,0,"I would also rate less if I could, app constantly crashes and I can never log in. Very frustrating, considering switching banks because of this and multiple other issues with online banking."
1718,2021-03-03 06:33:30,5,en,20.24.0,0,Much improved experience. Great progress.
1719,2021-08-20 11:48:48,5,en,20.29.0,0,Good
1720,2021-11-24 14:30:45,4,en,20.32.0,0,"Very helpful front desk staff, stayed on the phone for 5 minutes, directing us to their establishment--they both had a great sense of humor."
1721,2023-12-02 13:57:31,1,en,2310.0.1,0,The worst customer service and bank I have ever dealt with.
1722,2023-01-03 05:31:14,2,en,20.45.1,1,I have found that the mobile app is more often out of commission than it is operational. Since the idea behind it is that you can bank 24/7 I find this very frustrating.
1723,2023-12-09 01:56:10,1,en,2311.0.0,0,how the app operates is way worse than its subsidy Tangerine. This app sucks
1724,2023-04-12 13:40:29,4,en,20.48.0,0,Great hotel very clean and staff very friendly. Pool not the greatest and work out room a little small. 
1725,2021-04-22 11:34:41,4,en,20.25.1,15,"The app is pretty great cuz you can check your credit rating on it and it's real easy to send money transfer. I just wish they had a more visual experience for your spending history and spending analysis. The current way seems oversimplified. I'm with another bank that has this and it'll tell me how much gas I spent in a month, money on groceries, etc which helps you gauge where you need to cut back. Maybe the web version is better for Scotia but the app version is pretty bare bones to me."
1726,2022-07-08 14:09:28,4,en,20.40.1,0,For the most part the app is awesome. Cheque deposit can be a pain in the behind.
1727,2023-05-06 00:54:37,1,en,20.49.1,0,"what's wrong with your app?!!!! every single day same problem, it asks me to activate and deactivate your 2 step verification thingie at least 2 times before I can access my account. why I as a user can't decide whether I want it or not on my page without your app forcing me every single time to do it one hundred times! I chose not to have it, yet again and again it asks me first to activate then deactivate and when I think I did it,next day battle starts again. please fix this bug. horror"
1728,2022-01-18 15:42:51,1,en,20.34.4,73,"Update Reply: That is no excuse to refuse access to my property. i require you remove this 2SV function immediately. New update, now stuck at 2SV screen and can't get past. I absolutely do not wish to enable 2SV. How do we disable it?"
1729,2021-09-01 12:11:37,5,en,20.30.1,0,East to use
1730,2023-05-07 13:58:22,2,en,20.49.1,1,"Current 2SV setup situation is annoying. Just had to ""deactivate-reactivate"" twice in a 24hr period."
1731,2021-10-31 13:32:26,5,en,20.31.1,0,"Clean, comfortable, affordable and friendly staff. What more needs to be said. Always my choice when staying in city St ."
1732,2022-02-03 16:27:52,1,en,20.35.0,6,"It won't sign me in anymore, keeps asking for a PIN and password at at same time. Works if I go and change my password every month. Pretty useless app when you can't pay bills and transfer funds and instead have to go into the bank to use the bank machine. I wish I could give it 0 stars."
1733,2023-02-23 09:25:08,1,en,20.46.2,0,"Stopped working after last update, forced reinstall."
1734,2023-07-14 23:08:40,5,en,,0,excellent
1735,2021-10-04 21:26:42,5,en,20.31.1,0,Fine
1736,2023-06-16 21:55:48,1,en,2305.1.0,0,"App always has an ""error, something went wrong""."
1737,2021-07-17 11:59:47,5,en,20.28.0,0,Excellent
1738,2021-09-12 21:04:51,3,en,20.30.1,5,"I really like this APP but am not happy about being forced to add extra screen locks, which I'm not going to do because of personal accessibility issues. Locks aren't necessary for everyone. Very disappointed."
1739,2021-05-05 12:39:37,5,en,20.26.0,0,Easy to use and quick
1740,2021-07-31 15:05:15,5,en,20.29.0,0,Wish I had this year's ago makes banking so easy thanks
1741,2022-04-25 11:58:52,1,en,,1,"Keep the 2SV, but remove the need of a specific device in the entire world, move it to an email, afford it for a good experience for customers. If i lose/brick my mobile i can't login. But if you send an OTP over email I can still login. Simple as that. Stop binding that security feature to mobile. It's a bad design decision. Also, please Stop pasting the same replies."
1742,2021-03-10 18:02:02,5,en,20.21.1,0,Great
1743,2021-01-04 11:33:41,3,en,20.21.1,9,Great esthetic but still needs to have better user flow. Love the search. But I want to see my acct balance beside itemized amounts. Adding bills or registering email for automatic desposits needs work. I also think itemized transations for auto loans are needed. The app also redirects to web for functionality that isn't built in which doesn't feel enagaging it safe. Maybe a call-back feature for interest would be better and also offer an option for more information if desired (then redirect).
1744,2022-12-29 12:40:09,1,en,20.45.1,0,Haven't been able to use app since 2 step verification was enforced..I tried uninstalling and reinstalling the app but it still doesn't work.. I had no problem before they made it this way u need to fix this
1745,2023-12-04 05:17:18,1,en,2310.0.1,1,"This app is junk. Can't see my investing full account numbers in the app, try to sign in to the website through my web browser on my phone and it gives me an error and tells me to sign in with the app. How is that helpful? Fees and commissions are outrageous. I get constant errors or am told account data may not be currently available. Edit one year later: this app is still junk, get about 5 errors every time I try to log in, and the app crashes maybe 50% of the time on startup."
1746,2021-06-30 10:45:47,5,en,20.25.1,0,Very good service. Continue this. Goes a long way.
1747,2023-07-30 20:34:13,5,en,2306.0.2,19,Thank you for the last update! The force close issue has been fixed. Please don't do it again!
1748,2024-01-04 17:15:29,1,en,2311.0.1,0,okie
1749,2021-06-19 12:27:26,5,en,20.27.0,0,Overal great expwrience makes banking much easier.
1750,2023-07-02 12:09:03,1,en,2305.1.0,0,"Ever since they started the 2 step sign in, I can't sign in! It just spins. Its not the wrong pin or password, it just freezes and I can't get in"
1751,2021-05-31 10:52:07,3,en,20.26.0,0,"zzzzzzzzz what the,,,,,,,the town location is great with excellent view of the lock and great dining room. I would return!!"
1752,2023-01-21 14:42:34,1,en,20.46.1,0,Absolutely Garbage app. Keeps crashing while I'm trying to send an email transfers or even opening it. I am legitimately concerned about my finances at this bank if they can't get their app working.
1753,2021-05-12 19:18:36,5,en,20.26.0,0,Very easy to use
1754,2023-12-26 10:15:12,4,en,2311.0.1,0,I'm still trying to get the hang of it 😊
1755,2021-09-04 21:41:57,5,en,20.30.1,0,No commrns
1756,2021-04-17 08:46:48,4,en,20.25.1,0,Xx xx the xx xx xx xx
1757,2023-08-18 14:25:21,4,en,2307.0.1,0,good quality service. only issue I have had is with customer service threatening me with no longer doing refunds over the phone when I catch kne of their sneaky charges like overdraft fee when I never went under...
1758,2023-03-08 19:16:00,5,en,20.47.0,0,Everything I need and more.
1759,2021-08-03 11:42:23,5,en,20.29.0,0,"Room was very nice, however small. Motel centrally located.  Only complaint was very slow breakfast service."
1760,2023-12-12 21:40:55,1,en,2311.0.0,0,Terrible MFA system that you are forced to used. Apparently normal MFA methods such as a hardware key don't meet Scotia security standards...
1761,2022-11-18 16:33:37,1,en,20.44.2,1,"Hey Scotiabank, your last update broke the widget! It no longer uses account nicknames and just says ""chequing"" for all accounts. The widget was one of the most useful features of the app. Fix it!"
1762,2023-08-02 00:55:31,5,en,2306.0.2,0,nice
1763,2023-03-21 20:25:51,5,en,20.47.0,0,Good app
1764,2022-12-06 10:35:03,1,en,20.45.0,18,Can't even sign in anymore since the last update. Also can't see all my accounts. What is the point of having a mobile banking app when it doesn't work?!?! 2SV also sucks. Have other banking apps and none are as complicated as this one. Called into the help line and was told to use the computer to do my banking as the mobile app is to show you a summary and on the computer you can see all your accounts... Then why have a mobile app at all?!?! Totally defeats the purpose. Would change banks!
1765,2021-01-09 22:46:11,5,en,20.21.1,0,easy and faster
1766,2021-02-02 11:17:21,1,en,20.21.1,1,Basically there's an app with which you can do nothing. 10 years behind bank mobile apps in third world countries
1767,2023-02-27 22:01:46,5,en,20.46.2,0,Like
1768,2023-09-08 20:52:31,5,en,2308.0.0,0,Always in good hands here.
1769,2022-08-10 15:39:47,1,en,20.41.0,14,"It's has to be one of the most frustrating app to use or try to use. I'm trying to install it on my new tablet and it keeps timing out or if it doesn't time out it sends me a verification message to my phone. I respond back that ""it's me"", confirms that it's accepted but then the tablet again times out and won't let me log on. SO FRUSTRATING!"
1770,2022-09-14 18:10:36,1,en,20.42.1,121,"About 70% of the time the app is very slow, as if I am using a computer in the early 2000s. The slow speed is a big downside and that's if you can even get the app running without getting ""Sorry, we couldn't complete your request."" The speed on transfers isn't too bad but does become a hassle on occasion. Very frustrated and disappointed in this app. A rather typical experience from a Scotiabank service."
1771,2022-07-09 06:34:56,5,en,20.40.1,0,Amazing feature!
1772,2022-11-30 14:09:44,1,en,20.44.3,1,I have been trying to login to check my balance on the app for the last four days. Not once have I been able to login. It's been another two weeks and I can't even use the app still. *Update* I still can't log in
1773,2023-04-01 21:50:01,1,en,20.48.0,0,Not happy with the current version of the app. Every single time I log in it asks me to answer my security questions. I click the box that says to stop asking me as often but it doesn't work. Very obnoxious.
1774,2023-09-19 20:55:34,2,en,2308.0.0,1,i have had no issues with not paying bills yet visa was declined for having a 700$ balance been a long time scotia customer
1775,2021-09-21 06:49:52,5,en,20.30.1,0,Great
1776,2023-09-15 19:47:16,5,en,2308.0.0,0,"Really good app, no complaints, really smooth design."
1777,2022-11-13 20:56:57,1,en,20.44.2,2,"Not recommended Inaccurate, glitchy and inconvenient. Sketchy and very difficult to keep track of actual account balances which can lead to making financial miscalculations and spending mistakes."
1778,2023-07-20 02:42:42,5,en,20.49.2,0,love it!
1779,2021-06-27 14:15:09,4,en,20.27.0,0,The site is down a lot on the app
1780,2021-11-15 12:47:39,4,en,20.32.0,0,"arrived late needed food, thought the room cost was high without restuarant included or at least next door."
1781,2023-01-06 01:12:21,1,en,20.45.1,1,Terrible app I wish I could give it negative 5😪
1782,2023-01-05 14:12:12,1,en,20.45.1,1,"2-step verification isn't working. Uninstalled, reinstalled. Keeps says sorry something went wrong come back later. Sucks,can't access my account online with this app even after doing update . Fix the bugs!"
1783,2023-05-04 16:40:24,1,en,20.49.1,0,"I have something went wrong issue after update this say deactivate 2sv and register again , i tried 3 times , not work ,when reopen app i have same issue and it again say deactivate 2sv"
1784,2021-06-18 10:42:31,2,en,20.27.0,1,Won't let me add contacts for etransfer. Same error message. Something went wrong. Please try again later. Same on both my phone and tablet.
1785,2022-07-09 12:54:04,5,en,20.40.1,0,Noice
1786,2023-07-02 07:53:50,1,en,2305.1.0,0,I often have to try multiple times to access my account.
1787,2022-09-30 11:38:16,1,en,20.43.0,1,"Created by incompetent bastards to track you rather than provide you a banking service. Better only have debt with Scotiabank since they are underwater in the bond and stock markets, not to mention the derivatives and mortgage market"
1788,2022-08-20 12:35:04,1,en,20.41.0,3,Latest update is awful. Crashes. Slow. Doesn't load balances. Please fix these bugs !
1789,2022-08-11 09:12:18,3,en,,0,Oiknm look o9 o o 9 pooping 09ko M mlmppmkm
1790,2022-07-12 16:58:36,1,en,20.40.1,0,Terrible. I got a new phone and now cannot access my bank account and cannot receive help from my bank unless I hold on the phone for over an hour horrible horrible.
1791,2021-07-21 14:40:12,2,en,20.28.0,0,"They need to upgrade the rooms to queens,exterior looks great, rooms small, dated, and time warped.       "
1792,2023-04-06 12:34:32,5,en,20.48.0,0,"Das ma bank, ain't no crash bringing em' down (knocks on wood)"
1793,2024-01-01 04:17:10,1,en,2311.0.1,0,Slow too fix.....on going login problems along inaccurate funds with my balance.
1794,2023-07-07 12:51:34,5,en,2305.1.0,0,great deals nice service thank you
1795,2021-10-05 18:43:30,3,en,20.31.1,0,OK
1796,2023-05-15 17:10:56,2,en,20.49.2,0,constantly crashes. the widget resets all the time and the visa balance is always way behind.
1797,2023-11-30 04:58:51,5,en,2310.0.1,0,reliable
1798,2022-01-09 03:55:17,1,en,20.34.3,0,Why are you forcing people to activate your 2-step verification i think it's stupid and not right to force people into it there's been nothing but trouble and problems with it and now you can't even get a opinion to say no to it fix your app or I'll be going to a different bank.
1799,2022-06-15 21:36:29,1,en,20.39.0,0,can't pin to home screen on new phone have to keep going to play store to open
1800,2023-01-19 11:13:22,1,en,20.45.1,0,So now I can't get into my account to pay my bills on time!!
1801,2023-05-27 12:54:02,3,en,2305.0.0,0,love the apps hate that they invest heavily in oil and gas.
1802,2022-07-18 10:49:13,1,en,20.40.1,0,THIS IS A HUGE PI THE A. SIGNIFICANT BALL DROP
1803,2021-03-07 15:04:21,4,en,20.24.0,0,Been great help!
1804,2023-10-02 10:15:43,3,en,2309.0.0,0,16 bucks a month for a banking acount and 50 bucks a year for a credit card is breaking my bank account
1805,2023-03-10 11:48:36,3,en,20.47.0,0,The cheque scanner is way too temperamental
1806,2022-12-15 10:02:15,2,en,20.45.1,0,Unbelievable! How could you guys screw up this badly! Upgrading means - in my dictionary - that gets better! Not worse! Fix it. Ppl using app for the reason! Convenient! Now it's just frustrating.
1807,2021-07-16 17:51:04,5,en,20.28.0,0,Super easy to deposit cheques
1808,2021-07-26 12:43:24,5,en,20.28.0,0,"Excellent stay, Internet was acting up when we first checked in but worked later on in the evening."
1809,2021-02-12 20:09:21,1,en,20.23.0,0,App does not work on Samsung S21. Just upgraded and found the app is non functional on this version of Android. I hope they fix this soon.
1810,2023-10-12 20:04:10,1,en,,1,"Scotiabank app ""Something went wrong please try again"" been having this problem consistently lately, it has made my life difficult, even missed paying a bill because I work away from home and only had my phone to pay bills, and could not log in but because your app, refuses to work, I got screwed, thanks."
1811,2022-11-07 11:30:48,1,en,20.43.2,1,Great and convenient if u can use it. I've been trying for hours now to get on it. It says it will send me a notice to verify the 2-step identification process but yet no notice is sent. I need my banking info!!
1812,2023-05-05 09:32:04,1,en,20.49.1,1,Horrific experience 😢 The App won't even open on my phone anymore it consistently goes to 2SV and says that I have to disable it. Prior to this it worked fine. At this point I want to move all of my banking to a different provider as I use online banking from my phone and can't. This is beyond wrong. Someone has to fix this issue.
1813,2022-01-25 21:09:26,1,en,20.35.0,17,The older version to capture cheques to deposit was easy. The new version is so Difficult to focus at centre. I have to try numerous times in order for the camera to capture a good image to deposit a cheque. Dec.09. 2021. Again today Jan.25.2022. Took me 20 times to finally be able to deposit 2 cheques. They promise to rectify it. But still waiting. Read other people's review. Same problem.
1814,2023-01-11 16:36:33,5,en,20.45.1,0,Great
1815,2021-03-06 18:05:18,5,en,20.24.0,0,Very easy to use and navigate.
1816,2022-12-16 18:18:28,5,en,20.45.1,0,Easy
1817,2023-05-26 08:52:27,1,en,2305.0.0,0,it has stopped letting me do transfer through the ap
1818,2023-07-29 16:43:34,1,en,2306.0.2,0,Unable to receive code by text message
1819,2022-08-07 08:13:22,1,en,20.41.0,1,"App keep crashing since the last update, long time to log in, not woking well need a update or fix"
1820,2023-09-16 21:13:20,2,en,2308.0.0,0,your 25 2 step verification is a real pain
1821,2023-02-20 14:53:25,4,en,20.46.2,0,Great
1822,2022-11-17 17:21:35,4,en,20.44.2,0,Wish the API was accessible to users instead of just business partners.
1823,2023-02-10 15:21:56,5,en,20.46.2,0,The app is easy to navigate and is very secure
1824,2023-07-19 15:49:47,4,en,2306.0.1,9,App keeps crashing It started doing this about 2-3 days ago I keep checking for an update but haven't gotten anything. Can't find an option to report a bug either... can't click anything inside the app or it crashes and an error pops up telling me there's a bug. Update: it's still happening I uninstalled and reinstalled and can't even log in at all now. Update: it is working again 😁
1825,2023-05-16 13:46:09,5,en,20.49.2,0,very easy to navigate
1826,2023-08-19 11:59:58,5,en,2307.0.1,0,Exceptional app....easy to use and VERY helpful....awesome Bank!!!
1827,2022-01-05 12:53:02,5,en,20.34.3,0,Not confusing at all
1828,2023-07-31 23:20:08,5,en,2306.0.2,0,does everything that I want or need
1829,2023-11-25 23:25:20,1,en,2310.0.1,1,"What type of forceful feature is to activate 2sv, I don't wanna do it. Please give an option to skip this trash feature of yours. Thank yoh"
1830,2023-10-23 21:16:20,1,en,2309.0.0,1,"For 4 days I can't login to the app because ""Something went wrong"""
1831,2023-03-20 06:09:06,5,en,20.47.0,0,Works great for everything I need.
1832,2023-04-01 11:11:06,5,en,20.48.0,0,👍
1833,2023-10-31 11:40:07,5,en,2309.0.0,0,Great app
1834,2021-11-29 21:57:16,1,en,20.31.1,3,"Since the new update on 11/08/21, the user is locked out of their account as it needs a 2SV.The stupid part is that it tells you to open the app & respond to a question to get to access the account while you're already in the app! The ""best"" part is when you try to remove the 2SV process it gives you the message, something has gone wrong! You can't even access the account from a laptop because it defers to requesting the user to go back to the stupid app.Contacted President! Waste of time!"
1835,2021-07-28 17:53:09,5,en,20.29.0,0,So far I'm loving this app. So easy to use and way more options than my previous app
1836,2022-03-01 03:52:17,3,en,20.36.0,0,"Horrible for adding a new phone is terrible ,made me cry not user friendly now won't put up a icon,on home page need to go to Google play store each time yo use it am dure can be a better app"
1837,2023-08-22 09:29:34,5,en,2307.0.1,0,works well
1838,2023-04-06 09:21:05,4,en,20.48.0,0,Its a pretty good banking app but its acting funny in the past few days. Is this supposed to be updating or something?
1839,2022-01-13 11:07:09,1,en,20.34.3,2,Can you please fix the cheque deposit camera issue. It has not worked for 4 weeks or more now
1840,2021-10-05 20:09:52,5,en,20.31.1,0,❤️
1841,2021-10-04 12:01:36,5,en,20.31.1,0,"Excellent access, easy to use and Claire."
1842,2023-12-26 09:10:52,1,en,,0,"Dirty, Dirty people... the lot of them. Disrespectful, uncaring and greedy AF. Beware of wolves in sheep's clothing!"
1843,2023-10-02 20:50:51,2,en,2309.0.0,0,Can't take pictueres of my cheque to use the deposit cheque features. Used to be able to do that with past versions of the app. Very disappointing
1844,2021-12-17 15:49:09,1,en,20.34.1,1,Latest update is forcing me to enable 2FA (2SV). This should be my choice. I do not want to enable it - unable to use app now. To developer: enabling 2FA should be consumers choice. On iOS this is optional. Disappointing.
1845,2022-07-20 18:47:27,1,en,20.40.1,0,Horrible
1846,2021-05-26 13:56:26,5,en,20.26.0,0,Convenient and reliable
1847,2022-12-20 10:34:01,2,en,20.45.1,0,More than half the times you try to access the app you will get stuck by the 2fa glitch and you can't log in. Happens 8/10 times you try and you just get fed up. Also can't check your account via web because the app is the 2fa. Broken process
1848,2021-06-26 09:45:08,2,en,20.27.0,0,This app works about 60% of the time...
1849,2022-03-23 21:08:25,1,en,,1,"It forces you to turn on 2 step verification and phone screen lock, otherwise you can't proceed at all. I won't be using mobile banking while that's the case."
1850,2021-06-14 11:01:20,5,en,20.27.0,0,Very easy and helpful
1851,2021-07-14 11:58:49,5,en,20.28.0,1,My favorite app.. No issues.. If updating it advises.
1852,2021-07-18 11:36:50,3,en,20.28.0,0,Not a  bad place. Price was good and felt safe. Pretty clean along with good staff. Would stay again. Verrrrrrrrrrrrrrrrrrrrrrrrry quiet would recommend to friends and would stay again.................................................................
1853,2021-12-04 12:00:14,3,en,20.33.2,0,Doesn't always work
1854,2021-04-29 22:34:01,2,en,20.25.1,0,This app is frustrating to use especially when your trying to go back in your history of statements. Even when I clicked on a year example 2018 it only shows 2021. Please fix this..!
1855,2022-11-05 16:50:49,4,en,20.43.2,3,"Since all the updates have been dealt it's a good app, easy tomfind your banking needs 👍 Takes literally 10 times to open before i can sighn in.. Uninstalled and re installed multiple times.. To bad scotia dosnt pay for the wasted gas for having to travle to bank everyday even the website sucks"
1856,2023-03-06 23:23:17,5,en,20.47.0,0,Always good
1857,2023-09-01 15:23:02,5,en,2308.0.0,0,Mobile app works well & the staff are efficient and pleasant to seal with should u need to go inside...
1858,2021-07-22 19:48:29,5,en,20.28.0,0,Great
1859,2024-01-16 12:21:20,3,en,2311.0.1,0,Just took about a half an hour for my cheque to deposit as it wouldn't register from the pictures
1860,2023-08-01 11:19:53,2,en,2306.0.2,0,expensive greedy not in touch with people's reals problems like a real Bank 🤷
1861,2022-05-04 12:09:20,1,en,20.38.0,1,Was working fine in the past ... Last update is glitchy as hell
1862,2023-09-01 09:15:20,5,en,2308.0.0,0,Awesome
1863,2022-12-17 12:58:52,4,en,20.45.1,0,User friendly and easy to navigate through different menus.
1864,2023-10-08 17:08:43,3,en,2309.0.0,0,sometimes it takes forever for funds to transfer..very frustrating
1865,2021-04-14 05:05:29,5,en,,0,Amazing
1866,2023-03-04 19:42:57,5,en,20.47.0,0,"The app is basically ""awesome ""! I've never had any problems with it, since I've been at Scotiabank and that's been quite a few years."
1867,2021-01-07 16:34:26,4,en,20.21.1,0,Mostly good but worry about security on a phone.
1868,2021-06-02 21:19:19,5,en,20.26.0,0,It's easy to use.
1869,2021-07-19 11:13:19,1,en,20.28.0,0,3rd time trying unsuccessfully to get into the app after download
1870,2022-12-24 12:07:27,5,en,20.45.1,0,Incredible app for doing all my baking stuff
1871,2021-12-10 02:05:05,4,en,20.34.1,0,"Edit: Thank you Scotiabank for fixing this! Though unfortunately, everytime I tap More > Profile and settings, the app crashes everytime. I simply wish to check my limits and documents. Thank you."
1872,2023-12-10 17:02:35,3,en,2311.0.0,0,normally it works great but recently it's been crashing after I've logged in
1873,2022-08-10 14:08:05,1,en,20.41.0,1,Since the update. I can't get into the app as it shuts down on me.. also the 2 step verification isn't working as well as not sending the notification for the two step verification.
1874,2023-02-16 11:59:31,1,en,,0,App just doesn't work. Cant even log in on my computer without the app cause of 2-factor authentication which doesnt even work
1875,2021-04-02 21:29:34,5,en,,0,Very impersonal. It's there when you need it though. Feels good when remembered.
1876,2023-09-13 08:44:08,5,en,2308.0.0,0,works Great!
1877,2023-08-11 10:55:12,2,en,2307.0.1,1,Bad too bad please organise your sistems because is too poor
1878,2023-01-30 15:30:59,1,en,20.46.1,0,Awful Do better!!
1879,2023-12-16 20:43:19,1,en,2311.0.1,1,I call customer service 44 minutes I hold but they didn't give response 😡😡😡 I didn't rate to apps but I rate 0 to customer service
1880,2021-06-09 18:10:34,4,en,20.27.0,0,So far everything works
1881,2023-09-05 13:47:19,4,en,2308.0.0,0,couldn't activate the e-transfers in the app. had to do it in the web browser
1882,2023-07-05 10:58:00,5,en,2305.1.0,0,love the app
1883,2023-04-02 20:09:28,3,en,20.48.0,0,app or web browser doesn't show principal and interest payments on mortgages. annoying!
1884,2023-01-04 15:34:25,1,en,,1,"This is the worst bank you can find, I absolutely do not recommend!!! the service is terrible, literally no one can do anything, the operators are stupid, the staff at the bank branch is not competent, after opening the account, they should not have charged the service fee for the first year, but they started doing this already from the second month, at the bank branch explain what - it doesn’t work, they literally don’t understand what the problem is, I closed my account!!"
1885,2021-09-15 21:07:21,5,en,20.29.0,0,Always perfect no issues at all
1886,2023-08-31 07:32:20,5,en,2307.0.1,0,Representatives are so patient and compassionate. Thumbs up 👍
1887,2023-07-17 07:50:12,1,en,2306.0.1,1,App is now broken after latest update. Crashes after login soon as you swipe or do anything.
1888,2021-03-27 13:14:54,1,en,20.25.1,7,"Completely useless now. When I log in it wants to activate two step verification, I click accept, it says something went wrong then logs me out and brings me to the sign in page. Then does it all over again. I can't wait to switch from this terrible bank."
1889,2022-03-08 21:31:57,1,en,,0,"For the love of all that is good and holy just let me sign into my account without forcing me to activate my device ONLY TO NOT SEND ME ANY NOTIFICATION WHEN I NEED IT TO SIGN IN LATER??? DO YOU HATE ME??? DO YOU JUST NOT WANT ME TO HAVE ANY MONEY, SCOTIABANK??? IS THAT IT???? DID I DIRESPECT ONE OF YOUR SACRED ANCESTORS OR SOMETHING,, WHY DO YOU INSIST ON MAKING ME DANCE IN THESE PETTY CIRCLES WHEN ALL I WANT TO DO IS LOOK AT MY O WN M O N EY?? ON MY OWN ACCOUNT??? please just let me sign in"
1890,2022-03-05 13:37:44,1,en,20.36.0,1,Now it doesn't work at all anymore. It's been getting worse. Every update. Crashes every time I try to open it.
1891,2021-07-17 13:09:35,5,en,20.28.0,0,If only banking hours were extended. I'm sure as Scotia bank clients we more than pay for it
1892,2021-07-25 18:28:39,5,en,20.28.0,1,"Easy at home banking,pay bills right from my bed! Lol"
1893,2022-07-08 11:20:01,4,en,20.40.1,0,"Great app, time saver!"
1894,2023-12-27 11:10:28,1,en,2311.0.1,2,"The app hasn't allowed me to login for weeks. Instead, it just says ""something went wrong."" And it also seems that many other android users are having the same problem. Nothing has worked, and since I live abroad, I'm constantly stressing that if I need to use two factor authentication when logging in on my computer, I'll be completely unable to access my money and pay off my credit cards. If this isn't resolved, I'll have no choice but to change banks when I return home."
1895,2022-01-15 20:01:36,1,en,20.34.4,0,New update and I cannot log in half the time. It freezes and keeps giving me errors and not allowing me to log in totally useless at this point. It was better before
1896,2023-04-25 10:29:22,2,en,20.24.0,0,Was useful in italy but the continuous logging out is annoying. Also should have a switch to BNL when traveling.
1897,2021-06-25 17:17:44,4,en,20.21.1,0,Ok
1898,2021-06-10 10:14:23,5,en,20.27.0,0,"This was the second stay here in a week and all was a-ok.  Nice room and pleasant, helpful staff.  Good location."
1899,2023-01-08 13:12:45,5,en,20.45.1,0,Easy to use and the bank is always helpful
1900,2022-07-01 01:08:27,3,en,20.40.1,0,"In my almost over 3 years of using the app, it spiraled consistently down. Mastercard statements could not be viewed. Logging out also is a nightmare."
