Review_ID,Review
7954,does what it needs to do
1833,great app
8561,great service and fast
9157,very very glitchy on my last  pixels
7009,very easy to navigate app best in banking apps
5416,not terrible but the interface not intuitive hard to find how to manage postdatedreoccuring payments among other things
5793,nice easy to use
5337,i love it just truly love it
9140,sorry soctiabank mobile banking is currently unavailable please try again later
4445,how many updates will it take until mobile cheque deposit works again it worked fine before you messed with it
3855,very customer friendly and easy to use love it thank you
